GEOLOC_CD,MILSTAMP_CD,WTR_BDY_CD,ICAO_CD,CTRY_CD,GEOLOC_NM,GEOLOC_TY_CD,LAT_CN,LONG_CN,UPD_SOURCE,UPDATE_TIME,GEOLOC_INDX,TRX_TIME,TRX_DELETED
AAFS,   ,23,    ,MNE,Abbot Village    ,CTY,45.233333,-69.466666,,0,264,0,0
AAFT,   ,45,    ,S CAR,Abbeville 204 Mar,AIN,34.177499,-82.375832,,0,265,0,0
AAFW,   ,5,    ,ARK,Abbott           ,CTY,35.073332,-94.19361,,0,266,0,0
AAFX,   ,25,    ,MASS,Acton            ,CTY,42.633333,-71.433333,,0,267,0,0
AAFY,   ,45,    ,S CAR,Abbeville        ,CTY,34.2,-82.383333,,0,268,0,0
AAFZ,   ,42,    ,PENN,Abbottstown      ,CTY,39.883333,-76.983333,,0,269,0,0
AAG1,   ,KR,    ,KRBTI,Abemama Atoll    ,PRT,0.483333,173.866666,,0,270,0,0
AAG2,AEA,KR,NGTB,KRBTI,Abemama          ,APT,0.5,173.833333,,0,271,0,0
AAGA,   ,20,    ,KAN,Abbyville        ,CTY,37.970832,-98.203888,,0,272,0,0
AAGB,   ,24,    ,MLD,Abell            ,CTY,38.254166,-76.743888,,0,273,0,0
AAGC,   ,38,    ,N DAK,Abercrombie      ,CTY,46.447777,-96.729999,,0,274,0,0
AAGD,   ,16,    ,IDA,Aberdeen         ,CTY,42.944166,-112.837499,,0,275,0,0
AAGE,YXX,CA,CYXX,CANAD,Abbotsford       ,IAP,49.023888,-122.366111,,0,276,0,0
AAGF,   ,21,    ,KEN,Aberdeen         ,CTY,37.253888,-86.681666,,0,277,0,0
AAGG,   ,55,    ,WISC,Abbotsford       ,CTY,44.95,-90.3,,0,278,0,0
AAGH,   ,35,    ,MNE,Abbott           ,CTY,36.305,-104.25,,0,279,0,0
AAGJ,   ,31,83NE,NEB,Abbott           ,APT,42.324999,-99.755555,,0,280,0,0
AAGL,   ,22,    ,LIA,Abbeville        ,CTY,29.983333,-92.083333,,0,281,0,0
AAGM,   ,24,    ,MLD,Aberdeen         ,CTY,39.516666,-76.166666,,0,282,0,0
AAGN,MLG,ID,WARA,INDON,Abdul Rachman Sal,MAP,-7.926666,112.714444,,0,283,0,0
AAGP,XAB,FR,LFOI,FRANC,Abbeville        ,APT,50.143055,1.832499,,0,284,0,0
AAGS,   ,MX,    ,MEXIC,Abasolo          ,APT,25.332777,-104.632777,,0,285,0,0
AAHM,   ,28,    ,MISS,Aberdeen         ,CTY,33.833333,-88.566666,,0,286,0,0
AAHS,HAA,UK,    ,UK,Isle Of Grain    ,PRT,51.433333,0.716666,,0,0,,0
AAJM,   ,37,    ,N CAR,Aberdeen         ,CTY,35.133333,-79.433333,,0,287,0,0
AAKA,   ,39,    ,OHIO,Aberdeen         ,CTY,38.7,-83.716666,,0,288,0,0
AAKF,   ,46,    ,S DAK,Aberdeen         ,RTC,45.476943,-98.460833,,0,289,0,0
AAKG,ABR,46,KABR,S DAK,Aberdeen Rgnl    ,CAP,45.449166,-98.421666,,0,290,0,0
AAKJ,AEH,CD,FTTC,CHADR,Abeche           ,APT,13.851388,20.850833,,0,291,0,0
AAKK,YHM,2,    ,,Akiak            ,PRT,60.912222,-161.213888,,,,,
AAKM,   ,46,    ,S DAK,Aberdeen         ,CTY,45.466666,-98.483333,,0,292,0,0
AAKN,   ,UK,    ,UK,Aberdeen         ,CTY,57.15,-2.05,,0,293,0,0
AAKR,HF2,UK,    ,UK,Aberdeen         ,PRT,57.15,-2.083333,,0,294,0,0
AALP,   ,53,    ,WASH,Aberdeen         ,CTY,47,-123.833333,,0,295,0,0
AALS,4F2,53,    ,WASH,Aberdeen         ,PRT,46.983333,-123.816666,,0,296,0,0
AAMP,   ,24,    ,MLD,Aberdeen Prov Gnd,AIN,39.491666,-76.13611,,0,297,0,0
AAMQ,   ,24,    ,MLD,Aberdeen         ,STG,39.483333,-76.169999,,0,298,0,0
AAMR,   ,24,    ,MLD,Aberdeen P Gnd Ea,AIN,39.491666,-76.138888,,0,299,0,0
AANA,   ,1,    ,ALA,Abernant         ,CTY,33.3,-87.216666,,0,300,0,0
AANC,   ,SP,LEOC,SPAIN,Ocana            ,APT,39.937499,-3.503333,,0,0,,0
AAND,   ,37,    ,N CAR,Abbottsburg      ,CTY,34.5,-78.733333,,0,301,0,0
AANP,   ,48,    ,TEX,Abernathy        ,CTY,33.666666,-101.866666,,0,302,0,0
AANR,   ,48,KF83,TEX,Abernathy Muni   ,APT,33.84361,-101.761111,,0,303,0,0
AANS,AHB,SA,OEAB,SAUDI,Abha             ,APT,18.239999,42.655555,,0,304,0,0
AAPK,AMK,8,K00C,,Animas Air Park  ,APT,37.203055,-107.869166,,,,,
AAPP,   ,IV,    ,IVYCO,Abidjan          ,ADM,5.266111,-3.963888,,0,305,0,0
AAPR,   ,IV,    ,IVYCO,Abidjan          ,CTY,5.266666,-3.966666,,0,306,0,0
AAPU,   ,31,    ,NEB,Abie             ,CTY,41.334166,-96.94861,,0,307,0,0
AAPV,MJ1,IV,    ,IVYCO,Abidjan          ,PRT,5.25,-4.016666,,0,308,0,0
AAQR,   ,20,    ,KAN,Abilene          ,CTY,38.917221,-97.213611,,0,309,0,0
AART,   ,48,    ,TEX,Abilene          ,CTY,32.45,-99.733333,,0,310,0,0
AARV,ABI,48,KABI,TEX,Abilene Rgnl     ,CAP,32.411388,-99.681943,,0,311,0,0
AARX,   ,17,    ,ILL,Abingdon         ,CTY,40.804444,-90.401666,,0,312,0,0
AASA,   ,KU,    ,KUWAT,Ali Al Salem     ,ABS,29.599721,47.86861,,0,0,,0
AASD,   ,24,    ,MLD,Abingdon         ,CTY,39.462222,-76.279443,,0,313,0,0
AASK,   ,FR,    ,FRANC,Abilly           ,CTY,46.933333,0.733333,,0,314,0,0
AATT,   ,UK,    ,UK,Abingdon         ,CTY,51.683333,-1.283333,,0,315,0,0
AAUA,   ,CI,SCKO,,Agua Buena       ,APT,-37.994166,-72.250277,,,,,
AAUR,   ,51,    ,VIR,Abingdon         ,CTY,36.716666,-81.983333,,0,316,0,0
AAUS,   ,51,    ,VIR,Abingdon         ,RTC,36.730832,-81.97111,,0,317,0,0
AAUT,   ,51,    ,VIR,Abingdon         ,RTC,36.716666,-81.983333,,0,318,0,0
AAUV,   ,35,    ,N MEX,Abo              ,CTY,34.461666,-106.323332,,0,319,0,0
AAV9,   ,EG,    ,EGYPT,Abu Rudeis New   ,AFD,28.676388,33.358888,,0,320,0,0
AAVA,   ,9,    ,CONN,Abington         ,CTY,41.860555,-72.007222,,0,321,0,0
AAVC,   ,SY,OS57,SYRIA,Abu Ad Duhur     ,MAP,35.732221,37.104166,,0,322,0,0
AAVD,   ,AE,    ,UARAB,Abu Al Bu Khoosh ,PRT,25.483333,53.133333,,0,323,0,0
AAVE,   ,IZ,    ,IRAQ,Abu Flus         ,PRT,30.45,48.016666,,0,324,0,0
AAVF,   ,EG,    ,EGYPT,Abu Ghusun       ,PRT,24.45,35.2,,0,325,0,0
AAVG,   ,LY,    ,LIBYA,Abu Kammash      ,PRT,33.083333,11.816666,,0,326,0,0
AAVH,   ,EG,    ,EGYPT,Abu Qir          ,PRT,31.316666,30.066666,,0,327,0,0
AAVJ,   ,EG,    ,EGYPT,Abu Zanimah      ,PRT,29.033333,33.1,,0,328,0,0
AAVK,   ,JA,    ,JAPAN,Aburatsu         ,PRT,31.566666,131.4,,0,329,0,0
AAVN,PQ2,AE,    ,UARAB,Abu Dhabi Mina Za,PRT,24.466666,54.416666,,0,330,0,0
AAVP,AUE,EG,HE29,EGYPT,Abu Rudeis       ,APT,28.898888,33.2025,,0,331,0,0
AAVQ,ABS,EG,HEBL,EGYPT,Abu Simbel       ,APT,22.372221,31.6125,,0,332,0,0
AAVR,ABB,UK,    ,UK,Abingdon         ,MAP,51.689166,-1.315,,0,333,0,0
AAVS,AZI,AE,OMAD,UARAB,Bateen           ,IAP,24.424999,54.459722,,0,334,0,0
AAVT,   ,42,    ,PENN,Abington         ,CTY,40.133333,-75.116666,,0,335,0,0
AAVU,EBQ,SA,OEBQ,SAUDI,Abqaiq           ,APT,25.910555,49.588888,,0,336,0,0
AAVV,   ,EG,HE35,EGYPT,Abu Suwayr       ,MAP,30.572777,32.095277,,0,337,0,0
AAVW,AUH,AE,OMAA,UARAB,Abu Dhabi Intl   ,IAP,24.433054,54.648888,,0,338,0,0
AAVX,   ,35,    ,N MEX,Abiquiu          ,CTY,36.2,-106.333333,,0,339,0,0
AAVY,   ,22,    ,LIA,Abita Springs    ,CTY,30.466666,-90.05,,0,340,0,0
AAVZ,   ,EG,    ,EGYPT,Abu Sao          ,APT,30.52861,29.499721,,0,341,0,0
AAW1,AEU,IR,OIBA,UARAB,Abumusa Island   ,CAP,25.874999,55.034444,,0,342,0,0
AAW2,ABV,NI,DNAA,NIGRA,Abuja Nnamdi Azik,IAP,9.006666,7.263333,ILAP (type),1075769189,343,0,0
AAW3,   ,ID,    ,INDON,Aboyi            ,APT,-4.291388,140.640833,,0,344,0,0
AAWA,   ,54,    ,W VA,Abraham          ,CTY,37.790555,-80.955277,,0,345,0,0
AAWB,   ,55,    ,WISC,Abrams           ,CTY,44.8,-88.033333,,0,346,0,0
AAWC,   ,18,    ,IND,Aboite           ,CTY,41.000833,-85.318054,,0,347,0,0
AAWD,   ,38,    ,N DAK,Absaraka         ,CTY,46.978054,-97.394166,,0,348,0,0
AAWE,   ,30,    ,MONT,Absarokee        ,CTY,45.516666,-109.433333,,0,349,0,0
AAWF,   ,1,    ,ALA,Acmar            ,RPA,33.666666,-86.5,,0,350,0,0
AAWG,   ,34,    ,N J,Absecon          ,CTY,39.428332,-74.49611,,0,351,0,0
AAWH,   ,46,    ,S DAK,Academy          ,CTY,43.456388,-99.079443,,0,352,0,0
AAWJ,DC3,ES,    ,ELSAL,Acajutla         ,PRT,13.566666,-89.833333,,0,353,0,0
AAWK,DA4,MX,    ,MEXIC,Acapulco         ,PRT,16.85,-99.933333,,0,354,0,0
AAWN,   ,BR,    ,BRAZL,Acarau           ,APT,-2.887221,-40.108333,,0,355,0,0
AAWP,   ,21,    ,KEN,Access           ,CTY,38.209166,-83.07111,,0,356,0,0
AAWQ,   ,24,    ,MLD,Accident         ,CTY,39.62861,-79.319999,,0,357,0,0
AAWR,   ,CO,    ,COLOM,Acandi           ,PRT,8.5,-77.283333,,0,358,0,0
AAWT,   ,24,    ,MLD,Accokeek         ,CTY,38.666666,-77.029999,,0,359,0,0
AAWU,ARA,22,KARA,LIA,Acadiana Rgnl    ,CAP,30.037777,-91.883888,,0,360,0,0
AAWW,   ,ES,    ,ELSAL,Acajutla         ,CTY,13.583333,-89.866666,,0,361,0,0
AAWX,   ,51,    ,VIR,Accomac          ,CTY,37.719443,-75.665833,,0,362,0,0
AAWZ,   ,51,    ,VIR,Program Mgmt Sq  ,ADM,37.1,-76.358333,,0,363,0,0
AAXE,   ,36,    ,N Y,Accord           ,CTY,41.785555,-74.229443,,0,364,0,0
AAXR,MFV,51,KMFV,VIR,Accomack Co      ,APT,37.646944,-75.761111,,0,365,0,0
AAXT,   ,51,    ,VIR,Accotink         ,CTY,38.511666,-77.137499,,0,366,0,0
AAXX,   ,54,    ,W VA,Accoville        ,CTY,37.76861,-81.837221,,0,367,0,0
AAYM,   ,GH,    ,GHANA,Accra            ,CTY,5.583333,-0.25,,0,368,0,0
AAYQ,ACC,GH,DGAA,GHANA,Accra Kotoka Intl,IAP,5.604444,-0.167777,,0,369,0,0
AAYX,MK1,GH,    ,GHANA,Accra            ,PRT,5.533333,-0.2,,0,370,0,0
AAZA,   ,48,    ,TEX,Ace              ,CTY,30.516666,-94.8,,0,371,0,0
AAZH,   ,16,    ,IDA,Acequia          ,CTY,42.668054,-113.59611,,0,372,0,0
AAZP,   ,VE,SVCH,VENEZ,Achaguas         ,APT,7.742777,-68.243055,,0,373,0,0
AAZV,   ,28,    ,MISS,Ackerman         ,CTY,33.316666,-89.183333,,0,374,0,0
AAZW,   ,40,    ,OKLA,Achille          ,CTY,33.833333,-96.386944,,0,375,0,0
AAZX,SRG,ID,WARS,INDON,Achmad Yani      ,MAP,-6.971388,110.374166,,0,376,0,0
AAZY,   ,51,    ,VIR,Achilles         ,CTY,37.279999,-76.440555,,0,377,0,0
AAZZ,   ,UK,    ,UK,Acklington       ,MAP,55.3,-1.63861,,0,378,0,0
ABAA,   ,1,    ,ALA,Abston           ,AGS,32.35,-86.3625,,0,379,0,0
ABAB,   ,37,    ,N CAR,Acme             ,CTY,34.333333,-78.183333,,0,380,0,0
ABAC,   ,48,    ,TEX,Ackerly          ,CTY,32.533333,-101.716666,,0,381,0,0
ABAD,   ,51,    ,VIR,Achsah           ,CTY,38.331943,-78.165555,,0,382,0,0
ABAE,   ,ET,    ,ETHIO,Aboy             ,APT,8.766111,38.892499,,0,383,0,0
ABAF,   ,IZ,    ,IRAQ,Abud             ,APT,34.911944,44.037499,,0,384,0,0
ABAH,   ,35,    ,N MEX,Acoma            ,RPA,35.056666,-107.568332,,0,385,0,0
ABAJ,   ,19,    ,IOWA,Ackley           ,CTY,42.554166,-93.053055,,0,386,0,0
ABAK,   ,25,    ,MASS,Acoaxet          ,RPA,41.5,-71,,0,387,0,0
ABAL,   ,19,    ,IOWA,Ackworth         ,CTY,41.366943,-93.472499,,0,388,0,0
ABAM,   ,35,    ,N MEX,Acomita          ,RPA,35.056666,-107.568332,,0,389,0,0
ABAQ,   ,22,    ,LIA,Acme             ,CTY,31.3,-91.816666,,0,390,0,0
ABAS,   ,51,31VA,VIR,Aberdeen Field   ,APT,37.02361,-76.588888,,0,391,0,0
ABAT,   ,EG,    ,EGYPT,Abu Gharadig     ,APT,29.417777,28.858333,,0,392,0,0
ABAU,   ,NI,    ,NIGRA,Abuja Airstrip   ,APT,9.031666,7.2025,,0,393,0,0
ABAV,   ,26,    ,MICH,Acme             ,CTY,44.766666,-85.516666,,0,394,0,0
ABAW,EO1,SA,    ,SAUDI,Abraq Al Kibrit  ,APT,28.058611,48.067221,,0,395,0,0
ABAY,   ,SA,OEAA,SAUDI,Abu Ali          ,APT,27.315555,49.588333,,0,396,0,0
ABAZ,   ,SA,    ,SAUDI,Abu Qabr         ,APT,22.718332,52.215833,,0,397,0,0
ABBA,   ,53,    ,WASH,Acme             ,CTY,48.717221,-122.203888,,0,398,0,0
ABBB,   ,SA,    ,SAUDI,Abu Qabr Nw      ,APT,22.963055,52.046666,,0,399,0,0
ABBC,   ,54,    ,W VA,Acme             ,CTY,38.036666,-81.455833,,0,400,0,0
ABBD,   ,SA,    ,SAUDI,Abu Qabr West    ,APT,22.728888,52.070277,,0,401,0,0
ABBE,   ,56,    ,WYO,Acme             ,CTY,44.910555,-106.984444,,0,402,0,0
ABBF,   ,SY,    ,SYRIA,Abu Talhah       ,APT,36.109444,36.430277,,0,403,0,0
ABBG,   ,21,    ,KEN,Acorn            ,CTY,37.133054,-84.377777,,0,404,0,0
ABBH,   ,RS,    ,RUSSI,Abrek            ,PRT,42.933333,132.4,,0,405,0,0
ABBJ,   ,51,    ,VIR,Acorn            ,CTY,38.019166,-76.649444,,0,406,0,0
ABBK,   ,CA,CEG2,CANAD,Acme             ,AFD,51.456388,-113.515277,,0,407,0,0
ABBL,   ,RS,    ,RUSSI,Abrek Bay        ,NBA,42.936944,132.417221,,0,408,0,0
ABBN,   ,18,    ,IND,Acton            ,CTY,39.655555,-85.966943,,0,409,0,0
ABBP,   ,RS,    ,RUSSI,Abrek Bay Naval B,NBA,42.93611,132.408888,,0,410,0,0
ABBT,   ,36,    ,N Y,Acra             ,CTY,42.310833,-74.055833,,0,411,0,0
ABBW,   ,6,    ,CAL,Acton            ,CTY,34.483333,-118.2,,0,412,0,0
ABBZ,   ,23,    ,MNE,Acton            ,CTY,43.466666,-70.7,,0,413,0,0
ABCC,   ,25,    ,MASS,Action 01        ,CTY,42.633333,-71.433333,,0,414,0,0
ABCD,   ,55,    ,WISC,Ada              ,NYI,43.876666,-87.891666,,0,415,0,0
ABCF,   ,30,    ,MONT,Acton            ,CTY,45.933333,-108.683333,,0,416,0,0
ABCJ,   ,13,    ,GEO,Acworth          ,CTY,34.065833,-84.676943,,0,417,0,0
ABCV,   ,20,    ,KAN,Ada              ,RPA,39.151388,-97.888888,,0,418,0,0
ABEL,YJC,2,    ,,Ambler           ,PRT,67.084999,-157.860277,,,,,
ABFH,   ,QA,    ,QATAR,Ad Dawhah Ras Bab,POL,25.283333,51.533333,,0,419,0,0
ABFJ,   ,QA,    ,QATAR,Ad Dawhah        ,CTY,25.281666,51.529999,,0,420,0,0
ABFL,PF6,SA,    ,SAUDI,Ad Dammam        ,PRT,26.433333,50.1,,0,421,0,0
ABFN,   ,39,    ,OHIO,Ada              ,CTY,40.8,-83.833333,,0,422,0,0
ABFQ,   ,UK,    ,UK,Acton            ,CTY,51.533333,-0.583333,,0,423,0,0
ABFR,   ,48,    ,TEX,Acton            ,CTY,32,-97,,0,424,0,0
ABFT,   ,40,    ,OKLA,Ada              ,CTY,34.75,-96.716666,,0,425,0,0
ABFU,   ,40,    ,OKLA,Ada Mats         ,TNG,34.791666,-96.63611,,0,426,0,0
ABFV,ADT,40,KADH,OKLA,Ada Muni         ,CAP,34.804166,-96.67111,,0,427,0,0
ABGF,   ,17,    ,ILL,Adair            ,CTY,40.418888,-90.496666,,0,428,0,0
ABGK,   ,19,    ,IOWA,Adair            ,CTY,41.500555,-94.643333,,0,429,0,0
ABGP,   ,40,    ,OKLA,Adair            ,CTY,36.436666,-95.27111,,0,430,0,0
ABGS,   ,47,    ,TENN,Adair            ,CTY,35.75,-89.666666,,0,431,0,0
ABGU,   ,2,    ,ALS,Adak             ,CTY,51.916666,-176.583333,,0,432,0,0
ABHE,   ,13,    ,GEO,Adairsville      ,CTY,34.366666,-84.95,,0,433,0,0
ABHL,   ,21,    ,KEN,Adairville       ,CTY,36.667499,-86.851944,,0,434,0,0
ABHX,   ,2,    ,ALS,Adak             ,ANX,51.866666,-176.666666,,0,435,0,0
ABHY,   ,2,    ,ALS,Adak             ,COM,51.9,-176.652777,,0,436,0,0
ABHZ,ADK,2,PADK,ALS,Adak             ,MAP,51.878054,-176.64611,,0,437,0,0
ABJB,   ,2,    ,ALS,Adak             ,NYI,51.866666,-176.65,,0,438,0,0
ABJC,YL1,2,    ,ALS,Adak             ,PRT,51.866666,-176.633333,,0,439,0,0
ABJF,   ,2,    ,ALS,Adak          Nst,STG,51.883333,-176.65,,0,440,0,0
ABJG,   ,2,    ,ALS,Adak Nas         ,AMO,51.882777,-176.644721,,0,441,0,0
ABJR,   ,48,    ,TEX,Acuff            ,CTY,33.6,-101.833333,,0,442,0,0
ABJU,   ,25,    ,MASS,Acushnet         ,CTY,41.680554,-70.908333,,0,443,0,0
ABJW,   ,25,    ,MASS,Acushnet Comm 404,COM,41.741666,-70.886944,,0,444,0,0
ABJZ,   ,5,    ,ARK,Little Rock 04   ,STG,34.7,-92.283333,,0,445,0,0
ABKB,   ,GR,    ,GREEC,Adamas           ,PRT,36.716666,24.45,,0,446,0,0
ABKC,   ,21,    ,KEN,Adams            ,CTY,38.054444,-82.707777,,0,447,0,0
ABKV,   ,18,    ,IND,Adams            ,CTY,39.382499,-85.56,,0,448,0,0
ABKZ,   ,25,    ,MASS,Adams            ,CTY,42.666666,-73.1,,0,449,0,0
ABLA,   ,5,    ,ARK,Adams            ,COM,34.691666,-92.208333,,0,450,0,0
ABLD,   ,31,    ,NEB,Adams            ,CTY,40.459444,-96.509722,,0,451,0,0
ABLE,   ,36,    ,N Y,Adams            ,CTY,43.833333,-76.083333,,0,452,0,0
ABLF,   ,38,    ,N DAK,Adams            ,CTY,48.45,-98.1,,0,453,0,0
ABLG,   ,40,    ,OKLA,Adams            ,CTY,36.756388,-101.076666,,0,454,0,0
ABLJ,   ,47,    ,TENN,Adams            ,CTY,36.566666,-87.05,,0,455,0,0
ABLM,   ,36,    ,N Y,Adams Basin      ,CTY,43.197499,-77.854166,,0,456,0,0
ABLP,   ,36,    ,N Y,Adams Center     ,CTY,43.86,-76.005833,,0,457,0,0
ABLR,ABL,2,PAFM,,Ambler           ,CAP,67.106388,-157.8575,,,,,
ABLU,   ,25,    ,MASS,Adams Russell    ,ADM,42.85,-70.933333,,0,458,0,0
ABLW,   ,5,    ,ARK,Adams Field      ,COM,34.677499,-92.180277,,0,459,0,0
ABLX,   ,40,    ,OKLA,Adamson          ,CTY,34.923888,-95.546944,,0,460,0,0
ABLZ,   ,34,    ,N J,Adamston         ,CTY,40.05,-74.066666,,0,461,0,0
ABME,   ,26,    ,MICH,Adamsville       ,CTY,41.8,-86,,0,462,0,0
ABMM,   ,IN,VIAX,INDIA,Adampur          ,MAP,31.433333,75.761111,,0,463,0,0
ABMZ,   ,SP,    ,SPAIN,Adamuz           ,STG,37.166666,-5.616666,,0,464,0,0
ABNB,   ,24,    ,MLD,Adamstown        ,CTY,39.310833,-77.474999,,0,465,0,0
ABND,   ,42,    ,PENN,Adamstown        ,CTY,40.244999,-76.053333,,0,466,0,0
ABNN,   ,44,    ,RH IS,Adamsville       ,RPA,41.554444,-71.131666,,0,467,0,0
ABNZ,   ,TU,    ,TURKY,Adana            ,CTY,36.95,35.3,,0,468,0,0
ABQA,   ,TU,    ,TURKY,Adana            ,SVC,37.016666,35.3,,0,469,0,0
ABQB,   ,TU,    ,TURKY,Adana            ,ADM,35.919443,35.703333,,0,470,0,0
ABQC,   ,18,    ,IND,Ade              ,CTY,40.868332,-87.444721,,0,471,0,0
ABQF,   ,48,    ,TEX,Addicks          ,CTY,29.8,-95.666666,,0,472,0,0
ABQH,LT3,TU,LTAF,TURKY,Adana            ,CAP,36.98111,35.280277,,0,473,0,0
ABQJ,   ,ID,    ,INDON,Adaut            ,PRT,-8.116666,131.1,,0,474,0,0
ABQL,   ,17,    ,ILL,Addieville       ,CTY,38.391388,-89.489999,,0,475,0,0
ABQR,   ,40,    ,OKLA,Addington        ,CTY,34.244444,-97.966666,,0,476,0,0
ABQU,   ,TU,    ,TURKY,Adana Fam Housing,FHG,36.983333,35.333333,,0,477,0,0
ABQV,   ,TU,    ,TURKY,Adana Bach Housin,FHG,36.983333,35.316666,,0,478,0,0
ABQY,,,,TU,ADANA RECREATION,ANX,36.5900002,35.1899986,,0,479,0,0
ABRD,   ,ET,    ,ETHIO,Addis Ababa      ,ADM,9.05,38.7,,0,480,0,0
ABRE,   ,ET,    ,ETHIO,Addis Ababa      ,CTY,9.033333,38.733333,,0,481,0,0
ABSA,CB7,BF,    ,,Abaco Island     ,PRT,26.511388,-77.391388,,,,,
ABSC,JOG,ID,WARJ,INDON,Adi Sutjipto     ,JAP,-7.788888,110.430277,,0,482,0,0
ABSF,   ,17,    ,ILL,Addison          ,CTY,41.933333,-87.983333,,0,483,0,0
ABSG,   ,50,    ,VT,Addison          ,CTY,44.166666,-75.216666,,0,484,0,0
ABSL,   ,21,    ,KEN,Addison          ,CTY,37.916111,-86.565,,0,485,0,0
ABTA,   ,36,    ,N Y,Addison          ,CTY,42.102777,-77.233888,,0,486,0,0
ABTF,ADS,48,KADS,TEX,Addison          ,CAP,32.970277,-96.836666,,0,487,0,0
ABTH,   ,48,    ,TEX,Addison          ,CTY,32.969443,-96.838888,,0,488,0,0
ABTM,   ,53,    ,WASH,Addy             ,CTY,48.356111,-117.836388,,0,489,0,0
ABTT,   ,13,    ,GEO,Adel             ,CTY,31.116666,-83.45,,0,490,0,0
ABTU,   ,ET,    ,ETHIO,Adi Innegher     ,COM,13.383333,37.474999,,0,491,0,0
ABTV,   ,19,    ,IOWA,Adel             ,CTY,41.614444,-94.017221,,0,492,0,0
ABTW,   ,24,    ,MLD,Adelphi          ,COM,39,-76.95,,0,493,0,0
ABTY,   ,GM,    ,GERMA,Adelbergdorf     ,COM,48.766666,9.6,,0,494,0,0
ABTZ,VB1,AS,    ,ATRAL,Adelaide         ,PRT,-34.933333,138.6,,0,495,0,0
ABU1,SOC,ID,WARQ,INDON,Adi Sumarmo Wiryo,MAP,-7.516111,110.757222,,0,496,0,0
ABUA,ADL,AS,YPAD,ATRAL,Adelaide Intl    ,CAP,-34.944999,138.530554,,0,497,0,0
ABUB,   ,GM,    ,GERMA,Adelsheim        ,CTY,49.4,9.383333,,0,498,0,0
ABUC,SLK,36,KSLK,N Y,Adirondack Rgnl  ,APT,44.385277,-74.206111,,0,499,0,0
ABUD,   ,AS,    ,ATRAL,Adelaide         ,ANX,-34.916666,138.583333,,0,500,0,0
ABUF,   ,GM,    ,GERMA,Adelheide        ,CTY,53.016666,8.616666,,0,501,0,0
ABUG,   ,17,    ,ILL,Adeline          ,CTY,42.366666,-89.816666,,0,502,0,0
ABUJ,   ,NI,    ,NIGRA,Abuja Nigeria    ,CTY,9.2,7.183333,,0,503,0,0
ABUM,LIT,5,KLIT,ARK,Adams Fld        ,CAP,34.729443,-92.224166,,0,504,0,0
ABUU,   ,34,    ,N J,Adelphia         ,CTY,40.218054,-74.256666,,0,505,0,0
ABVC,ADE,YM,OYAA,YEMEN,Aden Intl        ,JAP,12.827777,45.030554,,0,506,0,0
ABVF,   ,YM,    ,YEMEN,Aden             ,CTY,12.75,45.2,,0,507,0,0
ABVK,PH1,YM,    ,YEMEN,Aden             ,PRT,12.783333,45,,0,508,0,0
ABVL,   ,YM,    ,YEMEN,Aden Caltex      ,POL,12.825277,44.987777,,0,509,0,0
ABVM,   ,YM,    ,YEMEN,Aden Mobel Esso  ,POL,12.803888,44.989999,,0,510,0,0
ABVN,   ,YM,    ,YEMEN,Aden Maala       ,POL,12.786388,45.002222,,0,511,0,0
ABVP,   ,YM,    ,YEMEN,Aden Bp          ,POL,12.790277,44.988888,,0,512,0,0
ABVR,   ,YM,    ,YEMEN,Aden Bp Sub      ,POL,12.789444,44.995277,,0,513,0,0
ABVS,   ,SA,    ,SAUDI,Al Mashakhil     ,AFD,24.455,50.934999,,0,514,0,0
ABVT,   ,ID,    ,INDON,Adi              ,AFD,-4.196388,133.363055,,0,515,0,0
ABVU,AGA,MO,GMAD,MOROC,Al Massira       ,AFD,30.326943,-9.411944,,0,516,0,0
ABVY,   ,36,    ,N Y,Adirondack       ,CTY,43.763888,-73.758888,,0,517,0,0
ABWA,   ,GM,    ,GERMA,Adenau           ,CTY,50.383333,6.95,,0,518,0,0
ABWB,   ,RQ,    ,PUERT,Adjuntas         ,CTY,18.166666,-66.716666,,0,519,0,0
ABWC,   ,TS,    ,TUNSA,Adjim Port       ,PRT,33.716943,10.742221,,0,520,0,0
ABWG,   ,20,    ,KAN,Admire           ,CTY,38.64111,-96.102777,,0,521,0,0
ABWH,   ,CA,    ,CANAD,Adlatock         ,CTY,56.1,-60.616666,,0,522,0,0
ABWK,   ,53,    ,WASH,Adna             ,CTY,46.629166,-123.06,,0,523,0,0
ABWM,   ,BA,    ,BAHRA,Adm Unit Bahrain ,HSP,26.233333,50.583333,,0,524,0,0
ABWP,   ,54,    ,W VA,Adolph           ,CTY,38.744444,-80.045833,,0,525,0,0
ABWR,   ,21,    ,KEN,Adolphus         ,CTY,36.651666,-86.261388,,0,526,0,0
ABWT,   ,5,    ,ARK,Adona            ,CTY,35.038055,-92.897777,,0,527,0,0
ABWV,   ,13,    ,GEO,Adrian           ,CTY,32.548333,-82.588333,,0,528,0,0
ABWX,   ,17,    ,ILL,Adrian           ,CTY,40.520832,-91.166943,,0,529,0,0
ABXF,   ,26,    ,MICH,Adrian           ,CTY,41.916666,-84.05,,0,530,0,0
ABXK,   ,24,    ,MLD,Adelphi          ,NYI,38.897499,-77.009166,,0,531,0,0
ABXL,   ,24,    ,MLD,Adelphi          ,CTY,39.003055,-76.972221,,0,532,0,0
